Name of statute,Section Number,Section Title,Section Text,
"THE INSURANCE ACT, 1938",Section 30.,"Liability of directors, etc., for loss due to contravention of section 27, 27A, 27B, 27C, 27D or section 29.","If by reason of a contravention of any of the provisions of section 27, 27A, 27B, 27C, 27D or section 29, any loss is sustained by the insurer or by the policyholders, every director, manager or officer who is knowingly a party to such contravention shall, without prejudice to any other penalty to which he may be liable under this Act, be jointly and severally liable to make good the amount of such loss.]
",
"THE INSURANCE ACT, 1938",Section 31.,Assets of insurer how to be kept.,"2[(1) None of the assets in India of any insurer shall, except in so far as assets are required to be vested in trustees under sub-section (7) of section 27, be kept otherwise than in the name of a public officer approved by the Authority, or in the corporate name of the undertaking, if a company or an insurance co-operative society, as the case may be.]
3[(2) Nothing contained in this section shall be deemed to prohibit the endorsement in favour of a banking company of any security or other document solely for the purpose of collection or for realisation of interest, bonus or dividend.]
",
"THE INSURANCE ACT, 1938",Section 31A.,"Provisions relating to managers, etc.","(1) Notwithstanding anything to the contrary contained in 5[the Companies Act, 2013 (18 of 2013)], or in the articles of association of the insurer, if a company, or in any contract or agreement, no insurer shall after expiry of one year from the commencement of the Insurance (Amendment) Act, 1950 ( 47 of 1950 ), â€”
(a) be directed or managed by, or employ as manager or officer,
(b) be directed or managed by, or employ as manager or officer or in any capacity, any person whose remuneration or any part thereof takes the form of commission or bonus or a share in the valuation surplus in respect of the life insurance business of the insurer, or
(c) be directed or managed by, or employ as manager or officer or in any capacity, any person whose remuneration or any part thereof takes the form of commission or bonus in respect of the general insurance business of the insurer:
Provided that nothing in this sub-section shall be deemed to prohibit â€”
6[(i) the payment of commission to an insurance agent, in respect of insurance business procured by or through him;]
7* * * * *
(iv) the employment of any individual in a clerical or other subordinate capacity who, as an insurance agent, receives commission in respect of insurance business procured by him;
(v) the employment as an officer of any individual who receives renewal commission in respect of life insurance business procured by hi m in hi s capacity as an insurance agent or as an employer of agents before such employment, or before the commencement of the Insurance (Amendment) Act, 1950 ( 47 of 1950 ), whichever is later;
(vi) the payment of a share in the profits of general insurance business;
(vii) the payment of bonus in any year on a uniform basis to all salaried employees or any class of them by way of additional remuneration 1***.
(2) Notwithstanding anything to the contrary contained in the Indian Companies Act, 1913 (7 of 1913), or in the articles of association of the insurer, being a company, or in any contract or agreement, no manager, managing director or any other person concerned in the management of an insurer's business shall be entitled to nominate a successor to hi s office, and no person so nominated, whether before or after the commencement of the Insurance (Amendment) Act, 1950 (47 of 1950), shall be entitled to hold or to continue in such office.
(3) If in the case of any insurance company provision is made by the articles of association of the company or by an agreement entered into between any person and the company for empowering a director or manager or other officer of the company to assign hi s office to any other person, any assignment of office made in pursuance of the said provision, shall, notwithstanding anything to the contrary contained in the said provision 2[or in any other law for the time being in force] be void.
(4) No person shall have any right, whether in contract or otherwise, to any compensation for any loss incurred by reason of the operation of any provision of this section.]
",
"THE INSURANCE ACT, 1938",Section 31B.,Power to restrict payment of excessive remuneration.,"No insurer shall in respect of insurance business transacted by him, shall pay to any person by way of remuneration, whether by way of commission or otherwise in excess of such sum as may be specified by the regulations.]
",
"THE INSURANCE ACT, 1938",Section 32.,[Omitted.].,"[Limitation on employment of managing agents and on the remuneration payable to them]. â€”Omitted by the Insurance Laws (Amendment) Act, 2015 (5 of 2015), s. 33 (w.e.f. 26-12-2014).
",
"THE INSURANCE ACT, 1938",Section 32A.,Prohibition of common officers and requirement as to whole-time officers.,"(1) A managing director or other officer of an insurer 5*** carrying on life insurance business shall not be a managing director or other officer of any other insurer carrying on life insurance business or of a banking company or of an investment company:
Provided that the 6[Authority] may permit such managing director or other officer to be a managing director or other officer of any other insurer carrying on life insurance business for the purpose of amalgamating the business of the two insurers or transferring the business of one insurer to the other.
7* * * * *
",
"THE INSURANCE ACT, 1938",Section 32B.,Insurance business in rural and social sectors.,"Every insurer shall, after the commencement of the Insurance Regulatory and Development Authority Act, 1999 , undertake such percentages of life insurance business and general insurance business in the 2[rural and social sectors], as may by specified, in the Official Gazette by the Authority, in this behalf.]
",
"THE INSURANCE ACT, 1938",Section 32C.,Obligations of insurer in respect of rural or unorganised sector and backward classes.,"Every insurer shall, after the commencement of the Insurance Regulatory and Development Authority Act, 1999, discharge the obligations specified under section 32B to provide life insurance or general insurance policies to the persons residing in the rural sector, workers in the unorganised or informal sector or for economically vulnerable or backward classes of the society and other categories of persons as may specified by regulations made by the Authority and such insurance policies shall include insurance for crops.]
",
"THE INSURANCE ACT, 1938",Section 32D.,Obligation of insurer in respect of insurance business in third party risks of motor vehicles.,"Every insurer carrying on general insurance business shall, after the commencement of the Insurance Laws (Amendment) Act, 2015 (5 of 2015), underwrite such minimum percentage of insurance business in third party risks of motor vehicles as may be specified by the regulations:
Provided that the Authority may, by regulations, exempt any insurer who is primarily engaged in the business of health, re-insurance, agriculture, export credit guarantee, from the application of this section.]
",
"THE INSURANCE ACT, 1938",Section 33.,Power of investigation and inspection by Authority.,"(1) The Authority may, at any time, if it considers expedient to do so by order in writing, direct any person (herein referred to as â€œInvestigating Officerâ€) specified in the order to investigate the affairs of any insurer or intermediary or insurance intermediary, as the case may be, and to report to the Authority on any investigation made by such Investigating Officer:
Provided that the Investigating Officer may, wherever necessary, employ any auditor or actuary or both for the purpose of assisting him in any investigation under this section.
(2) Notwithstanding anything to the contrary contained in section 210 of the Companies Act, 2013 (18 of 2013), the Investigating Officer may, at any time, and shall, on being directed so to do by the Authority, cause an inspection to be made by one or more of his officers of the books of account of any insurer or intermediary or insurance intermediary, as the case may be, and the Investigating Officer shall supply to the insurer or intermediary or insurance intermediary, as the case may be, a copy of the report on such inspection.
(3) It shall be the duty of every manager, managing director or other officer of the insurer including a service provider, contractor of an insurer where services are outsourced by the insurer, or intermediary or insurance intermediary, as the case may be, to produce before the Investigating Officer directed to make the investigation under sub-section (1), or inspection under sub-section (2), all such books of account, registers, other documents and the database in his custody or power and to furnish him with any statement and information relating to the affairs of the insurer or intermediary or insurance intermediary, as the case may be, as the Investigating Officer may require of him within such time as the said Investigating Officer may specify.
(4) Any Investigating Officer, directed to make an investigation under subsection (1), or inspection under sub-section (2), may examine on oath, any manager, managing director or other officer of the insurer including a service provider or contractor where the services are outsourced by the insurer or intermediary or insurance intermediary, as the case may be, in relation to his business.
(5) The Investigating Officer shall, if he has been directed by the Authority to cause an inspection to be made, make a report to the Authority on such inspection.
(6) On receipt of any report under sub-section (1) or sub-section (5), the Authority may, after giving such opportunity to the insurer or intermediary or insurance intermediary, as the case may be, to make a representation in connection with the report as, in the opinion of the Authority, seems reasonable, by order in writing, â€”
(a) require the insurer, to take such action in respect of any matter arising out of the report as the Authority may think fit; or
(b) cancel the registration of the insurer or intermediary or insurance intermediary, as the case may be; or
(c) direct any person to apply to the court for the winding up of the insurer or intermediary or insurance intermediary, as the case may be, if it is a company, whether the registration of the insurer or intermediary or insurance intermediary, as the case may be, has been cancelled under clause (b) or not.
(7) The Authority may by the regulations made by it specify the minimum information to be maintained by insurers or intermediary or insurance intermediary, as the case may be, in their books, the manner in which such information shall be maintained, the checks and other verifications to be adopted by insurers or intermediary or insurance intermediary, as the case may be, in that connection and all other matters incidental thereto as are, in its opinion, necessary to enable the Investigating Officer to discharge satisfactorily his functions under this section.
Explanation.â€” For the purposes of this section, the expression â€œinsurerâ€ shall include in the case of an insurer incorporated in Indiaâ€”
(a) all its subsidiaries formed for the purpose of carrying on the business of insurance exclusively outside India; and
(b) all its branches whether situated in India or outside India.
(8) Any insurer or intermediary or insurance intermediary aggrieved by any order made under this section may prefer an appeal to the Securities Appellate Tribunal.
(9) All expenses of, and incidental to, any investigation made under this section shall be defrayed by the insurer or intermediary or insurance intermediary, as the case may be, shall have priority over the debts due from the insurer and shall be recoverable as an arrear of land revenue.]
",
"THE INSURANCE ACT, 1938",Section 33A.,Power to appoint staff.,"The 2*** 3[Authority] may appoint such staff, and at such places at it or he may consider necessary, for the scrutiny of the returns, statements and information furnished by insurers under this Act and generally to ensure the efficient performance of the functions of the 1[Authority] under this Act.
",
"THE INSURANCE ACT, 1938",Section 34.,Power of the Authority to issue directions.,"(1) Where the 1[Authority] is satisfied thatâ€”
(a) in the public interest; or
(b) to prevent the affairs of any insurer being conducted in a manner detrimental to the interests of the policy-holders or in a manner prejudicial to the interests of the insurer; or
(c) generally to secure the proper management of any insurer,
it is necessary to issue directions to insurers generally or to any insurer in particular, he may, from time to time, issue such directions as he deems fit, and the insurers or the insurer, as the case may be, shall be bound to comply with such directions:
Provided that no such direction shall be issued to any insurer in particular unless such insurer has been given a reasonable opportunity of being heard.
(2) The 1[Authority] may, on representation made to him or on his own motion, modify or cancel any direction issued under sub-section (1), and in so modifying or cancelling any direction, may impose such conditions as he thinks fit, subject to which the modification or cancellation shall have effect.]
",
"THE INSURANCE ACT, 1938",Section 34A.,"Amendment of provisions relating to appointments of managing directors, etc., to be subject to previous approval of the Controller.","(1) In the case of an insurer, â€”
(a) no amendment made after the commencement of the Insurance (Amendment) Act, 1968, of any provision relating to the appointment, reappointment, termination of appointment or remuneration of a managing or whole-time director, or of a manager or a chief executive officer, by whatever name called, whether that provision be contained in the insurer's memorandum or articles of association, or in an agreement entered into by him, or in any resolution passed by the insurer in general meeting or by his Board of directors shall have effect unless approved by the 1[Authority];
(b) no appointment, re-appointment or termination of appointment, made after the commencement of the Insurance (Amendment) Act, 1968 , of a managing or whole-time director, or a manager or a chief executive officer, by whatever name called, shall have effect unless such appointment, reappointment or termination of appointment is made with the previous approval of the 1[Authority].
Explanationâ€” For the purposes of this sub-section, any provision conferring any benefit or providing any amenity or perquisite, in whatever form, whether during or after the termination of the term of office of the manager or the chief executive officer, by whatever name called, or a managing or whole-time director, shall be deemed to be a provision relating to his remuneration.
(2) Nothing contained in sections 268 and 269 , the proviso to sub-section (3) of section 309, sections 310 and 311 , the proviso to section 387 , and section 388 (in so far as section 388 makes the provisions of sections 310 and 311 apply in relation to the manager of a company) of the Companies Act, 1956 (1 of 1956), shall apply to any matter in respect of which the approval of the 1[authority] has to be obtained under sub-section (1).
(3) No act done by a person as a managing or whole-time director or a director not liable to retire by rotation or a manager or a chief executive officer, by whatever name called, shall be deemed to be invalid on the ground that it is subsequently discovered that hi s appointment or re-appointment had not taken effect by reason of any of the provisions of this Act; but nothing in this sub-section shall be construed as rendering valid any act done by such person after hi s appointment or re-appointment has been shown to the insurer not to have had effect.
",
"THE INSURANCE ACT, 1938",Section 34B.,Power of Authority to remove managerial persons from office.,"(1) Where the 1[Authority] is satisfied that in the public interest or for preventing the affairs of an insurer being conducted in a manner detrimental to the interests of the policy-holders or for securing the proper management of any insurer it is necessary so to do, he may, for reasons to be recorded in writing, by order, remove from office, with effect from such date as may be specified in the order, any director or the chief executive officer, by whatever name called, of the insurer.
(2) No order under sub-section (1) shall be made unless the director or chief executive officer concerned has been given a reasonable opportunity of making a representation to the 1[Authority] against the proposed order:
Provided that if, in the opinion of the 1[Authority], any delay would be detrimental to the interests of the insurer or his policy-holders, he may, at the time of giving the opportunity aforesaid or at any time thereafter, by order direct that, pending the consideration of the representation aforesaid, if any, the director or, as the case may be, chief executive officer, shall not, with effect from the date of such order, â€”
(a) act as such director or chief executive officer of the insurer;
(b) in any way, whether directly or indirectly, be concerned with, or take part in, the management of the insurer.
(3) Where any order is made in respect of a director or chief executive officer of an insurer under sub-section (1), he shall cease to be a director or, as the case may be, chief executive officer of the insurer and shall not, in any way, whether directly or indirectly, be concerned with, or take part it, the management of any insurer for such period not exceeding five years as may be specified in the order.
2 [(4) If any person in respect of whom an order is made by the Authority under sub-section (1) or under the proviso to sub-section (2), contravenes the provisions of this section, he shall be liable to a penalty of one lakh rupees for each day during which such contravention continues or one crore rupees, whichever is less.]
(5) Where an order under subsection (1) has been made, the 1[Authority] may, by order in writing, appoint a suitable person in place of the director or chief executive officer who has been removed from his office under that sub-section, with effect from such date as may be specified in the order.
(6) Any person appointed as director or chief executive officer under this section shallâ€”
(a) hold office during the pleasure of the 1[Authority] and subject thereto for a period not exceeding three years or such farther periods not exceeding three years at a time as the 1[Authority] may specify;
(b) not insure any obligation or liability by reason only of hi s being a director or chief executive officer or for anything done or omitted to be done in good faith in the execution of the duties of his office or in relation thereto.
(7) Notwithstanding anything contained in any law or in any contract, memorandum or articles of association, on the removal of a person from office under this section, that person shall not be entitled to claim any compensation for the loss or termination of office.]
",
"THE INSURANCE ACT, 1938",Section 34C.,Power of Authority to appoint additional directors.,"2[(1) If the Authority is of opinion that in the public interest or in the interest of an insurer, or his policyholders it is necessary so to do, it may, from time to time, by order in writing, appoint, in consultation with the Central Government with effect from such date as may be specified in the order, one or more persons to hold office as additional directors of the insurer:
Provided that the number of additional directors so appointed shall not, at any time, exceed five or one-third of the maximum strength fixed for the Board by the articles of association of the insurer, whichever is less.]
(2) Any person appointed as additional director in pursuance of this section, â€”
(a) shall hold office during the pleasure of the 1[Authority], and subject thereto for a period not exceeding three years or such further periods not exceeding three years at a time as the 1[Authority] may specify;
(b) shall not incur any obligation or liability by reason only of his being a director or for anything done or omitted to be done in good faith in the execution of the duties of his office or in relation thereto; and
(c) shall not be required to hold qualification shares of the insurer.
(3) For the purpose of reckoning any proportion of the total number of directors of the insurer, any additional director appointed under this section shall not be taken into account.
",
"THE INSURANCE ACT, 1938",Section 34D.,Sections 34B and 34C to override other laws.,"Any appointment or removal of a director or executive officer in pursuance of section 34B or section 34 C shall have effect notwithstanding anything the contrary contained in the Companies Act, 1956 (1 of 1956), or any other law for the time being in force or any contract or any other instrument.
",
"THE INSURANCE ACT, 1938",Section 34E.,Further powers.,"The 1[Authority] may, â€” (a) caution or prohibit insurers, generally or any insurer in particular against entering into any particular transaction or class of transactions, and generally give advice to any insurer;
(b) at any time, if it is satisfied that in the public interest or in the interests of the insurer or for preventing the affairs of the insurer being conducted in a manner detrimental to the interests of the insurer or hi s policy-holders, it is necessary so to do, by order in writing and on such terms and conditions as may be specified therein, â€”
(i) require the insurer to call a meeting of hi s directors for the purpose of considering any matter relating to or arising out of the affairs of the insurer;
(ii) depute one or more of his officers to watch the proceedings at any meeting of the Board of directors of the insurer or of any committee or of any other body constituted by it; require the insurer to give an opportunity to the officers so deputed to be heard at such meetings and also require such officers to send a report of such proceedings to the 1[Authority];
(iii) require the Board of directors of the insurer or any committee or any other body constituted by it to give in writing to any officer specified by the 1[Authority] in this behalf at hi s usual address all notices if, and other communications relating to, any meeting of the Board, committee or other body constituted by it;
(iv) appoint one or more of hi s officers to observe the manner in which the affairs of the insurer or of hi s offices or branches are being conducted and make a report thereon;
(v) require the insurer to make, within such time as may be specified in the order, such changes in the management as the 1[Authority] may consider necessary.]
",
"THE INSURANCE ACT, 1938",Section 34F.,"Power of Authority to issue directions regarding re-insurance treaties, etc.","(1) Without prejudice to the generality of the powers conferred by sub-section (1) of section 34, the 1[Authority] may, if he is of opinion that the terms or conditions of any re-insurance treaty or other re- insurance contract entered into by an insurer are not favourable to the insurer or are detrimental to the public interest, he may, by order, require the insurer to make, at the time when the renewal of such treaty or contract becomes next due, such modifications in the terms and conditions of such treaty or contract as he may specify in the order or not to renew such treaty or contract, and, if the insurer fails to comply with such order, he shall be deemed to have failed to comply with the provisions of this Act.
(2) The 1[Authority] may, if he has reason to believe that an insurer is entering into or is likely to enter into re-insurance treaties or other re-insurance contracts which are not favourable to the insurer or are detrimental to the public interest, he may, by order, direct that the insurer shall not enter into such re-insurance treaty or other re-insurance contract unless a copy of such treaty or contract has been furnished to him in advance and the terms and conditions thereof have been approved by him and if the insurer fails to comply with such order he shall be deemed to have failed to comply with the requirements of this Act.]
",
"THE INSURANCE ACT, 1938",Section 34G.,Power of Authority to order closure of foreign branches.,"Omitted by the Insurance Laws (Amendment) Act, 2015 (5 of 2015), s. 40 (w.e.f. 26-12-2014)].
",
"THE INSURANCE ACT, 1938",Section 34H.,Search and seizure.,"(1) Where the 2[Chairperson of the Authority], in consequence of information in his possession, has reason to believe that â€”
(a) any person who has been required under sub-section (2) of section 33 to produce, or cause to be produced, any books, accounts or other documents in his custody or power has omitted or failed to produce, or cause to be produced, such books, accounts or other documents, or
(b) Any person to whom a requisition to produce any books, accounts or other documents as aforesaid has been or might be issued will not, or would not, produce or cause to be produced, any books, accounts or other documents which will be useful for, or relevant to, an investigation under sub-section (1) of section 33 or an inspection under sub-section (1A) of that section, or
(c) a contravention of any provision of this Act has been committed or is likely to be committed by an insurer, or
(d) any claim which is due to be settled by an insurer, has been or is likely to be rejected or settled at a figure higher than a reasonable amount, or
(e) any claim which is due to be settled by an insurer, has been or is likely to be rejected or settled at a figure lower than a reasonable amount, or
(f) any illegal rebate or commission has been paid or is likely to be paid by an insurer, or
(g) any books, accounts, receipts, vouchers, survey reports or other documents, belonging to an insurer are likely to be tampered with, falsified or manufactured,
he may authorise any subordinate officer of his, not lower in rank than 1[a Deputy Director or an equivalent officer] (hereafter referred to as the authorised officer) to â€”
(i) enter and search any building or place where he has reason to suspect that such books, accounts or other documents, or any books or papers relating to any claim, rebate or commission or any receipts, vouchers, reports or other documents are kept;
(ii) break open the lock of any door, box, locker, safe, almirah or other receptacle for exercising the powers conferred by clause (i) where the keys thereof are not available;
(iii) seize all or any such books, accounts or other documents, found as a result of such search;
(iv) place marks of identification on such books, accounts or other documents or make or cause to be made extracts or copies therefrom.
(2) The authorised officer may requisition the services of any police-officer or of any officer of the Central Government, or of both, to assist hi m for all or any of the purposes specified in sub-section (1) and it shall be the duty of every such officer to comply with such requisition.
(3) The authorised officer may, where it is not practicable to seize any such book, account or other document, specified in sub-section (1), serve an order on the person who is in immediate possession or control thereof that he shall not remove, part with or otherwise deal with it except with the previous permission of such officer and such officer may take such steps as may be necessary for ensuring compliance with this sub-section.
(4) The authorised officer may, during the course of the search or seizure, examine on oath any person who is found to be in possession or control of any books, accounts or other documents, and any statement made by such person during such examination may thereafter be used in evidence in any proceeding under this Act.
(5) The books, accounts, papers, receipts, vouchers, reports, or other documents seized under sub-section (1) shall not be retained by the authorised officer for a period exceeding one hundred and eighty days from the date of the seizure unless the reasons for retaining the same recorded by hi m in writing and the approval of the 2[Chairperson of the Authority] for such retention is obtained:
Provided that the 2[Chairperson of the Authority] shall not authorise the retention of the books, accounts, papers, receipts, vouchers, reports, or other documents for a period exceeding thirty days after all the proceedings under this Act for which the books, accounts, papers, receipts, vouchers, reports, or other documents are relevant are completed.
(6 ) The person from whose custody and books, accounts, papers, receipts, vouchers, reports, or other documents are seized under sub-section (1) may make copies thereof, or take extracts therefrom, in the presence of the authorised officer or any other person empowered by hi m in this behalf at such place and time as the authorised officer may appoint in this behalf.
(7) If a person legally entitled to the books, accounts, papers, receipts, vouchers, reports or other documents seized under sub-section (1) objects for any reason to the approval given by the 1[Chairperson of the Authority] under sub-section (5), he may make an application to the 2[Securities Appellate Tribunal] stating therein the reason for such objection and requesting for the return of the books, accounts, papers, receipts, vouchers, reports or other documents.
(8) On receipt of the application under sub-section (7), the 2[Securities Appellate Tribunal] may, after giving the applicant an opportunity of being heard, pass such orders as it thinks fit.
(9) The provisions of the Code of Criminal Procedure, 1898 (5 of 1898) relating to searches and seizures shall apply, so far as may be, to every search and seizure made under sub-section (1).
(10) The Central Government 3[ may, by notification in the Official Gazette; make rules] in relation to any search or seizure under this section; in particular, and without prejudice to the generality of the foregoing power, such rules may provide for the procedure to be followed by the authorised officer, â€”
(i) for obtaining ingress into such building or place to be searched where free ingress thereto is not available;
(ii) for ensuring safe custody of any books, accounts, papers, receipts, vouchers, reports, or other documents seized under this section.]
",
"THE INSURANCE ACT, 1938",Section 35.,Amalgamation and transfer of insurance business.,"4[(1) Notwithstanding anything contained in any other law for the time being in force, no insurance business of an insurer shall be transferred to or amalgamated with the insurance business of any other insurer except in accordance with a scheme prepared under this section and approved by the Authority.]
(2) Any scheme prepared under this section shall set out the agreement under which the transfer or amalgamation is proposed to be effected, and shall contain such further provisions as may be necessary for giving effect to the scheme.
(3) Before an application is made to the 5[Authority] 6[to approve any such scheme] notices of the intention to make the application together with a statement of the nature of the amalgamation or transfer, as the case may be, and of the reason therefore shall, at least two months before the application is made, be sent to the 5[Authority] 7[and certified copies, four in number, of each of the following documents shall be furnished to the 5[Authority], and other such copies shall] during the two months aforesaid be kept open for the inspection of the members and policy-holders at the principal and branch offices and chief agencies of the insurers concerned, namely: â€”
(a) a draft of the agreement or deed under which it is proposed to effect the amalgamation or transfer;
1[(b) balance sheets in respect of the insurance business of each of the insurers concerned in such amalgamation or transfer, prepared in such forms as may be specified by the regulations;
(c) actuarial reports and abstracts in respect of the life insurance business of each of the insurers so concerned, prepared in conformity with the regulations specified in this regard.]
(d) a report on the proposed amalgamation or transfer, prepared by an independent actuary who has never been professionally connected with any of the parties concerned in the amalgamation or transfer at any time in the five years preceding the date on which he signs hi s report;
(e) any other reports on which the scheme of amalgamation or transfer was founded.
The balance-sheets, reports and abstracts referred to in clauses (b), (c) and (d) shall be prepared as at the date at which 2[the amalgamation or transfer if approved] by the 3[Authority] is to take effect, which date shall not be more than twelve months before the date on which the application to the 3[Authority] is made under this section:
Provided that if the 3[Authority] so directs in the case of any particular insurer there may be substituted respectively for the balance-sheet, report and abstract referred to in clauses (b) and (c) prepared in accordance with this sub-section certified copies of the last balance-sheet and last report and abstract prepared in accordance with sections 11 and 13 4[of this Act or sections 7 and 8 of the Indian Life Assurance Companies Act, 1912 ( 6 of 1912 ),] if that balance-sheet is prepared as at a date not more than twelve months, and that report and abstract as at a date not more than five years, before the date on which the application to the 3[Authority] is made under this section].
",
"THE INSURANCE ACT, 1938",Section 36.,Sanction of amalgamation and transfer by Controller.,"When any application under sub-section (3) of section 35 is made to the Authority, the Authority shall cause, a notice of the application to be given to the holders of any kind of policy of insurer concerned alongwith statement of the nature and terms of the amalgamation or transfer, as the case may be, to be published in such manner and for such period as it may direct, and, after hearing the directors and considering the objections of the policyholders and any other persons whom it considers entitled to be heard, may approve the arrangement, and shall make such consequential orders as are necessary to give effect to the arrangement.]
",
"THE INSURANCE ACT, 1938",Section 37.,Statements required after amalgamation and transfer.,"Where an amalgamation takes place between any two or more insurers, or 6[where any business of an insurer is transferred], whether in accordance with a scheme confirmed by the 3[Authority] or otherwise, the insurer carrying on the amalgamated business or 7[the person to whom the business is transferred], as the case may be, shall, within three months from the date of the completion of the amalgamation or transfer, 8 [furnish in duplicate to the 3[Authority]] â€”
(a) a certified copy of the scheme, agreement or deed under which the amalgamation or transfer has been effected, and
(b) 1[ a declaration signed by every party concerned] or in the case of a company by the chairman and the principal officer that to the best of their belief every payment made or to be made to any person whatsoever on account of the amalgamation or transfer is therein fully set forth and that no other payments beyond those set forth have been made or are to be made either in money, policies, bonds, valuable securities or other property by or with the knowledge of any parties to the amalgamation or transfer, and
2[(c) where the amalgamation or transfer has not been made in accordance with a 3[scheme approved] by the 4[Authority] under section 36â€”
(i) balance-sheets in respect of the insurance business of each of the insurers concerned in such amalgamation or transfer, prepared in the Form set forth in Part II of the First Schedule and in accordance with the regulations contained in Part I of that Schedule, and
(ii) certified copies of any other reports on which the scheme of amalgamation or transfer was founded.]
",
